9100 15 2358  1 1 1 1 1 1 1 1 1 0 1 1 0 1 1
9101 15 1726  1 1 1 1 1 1 1 1 1 0 0 1 1 1 0
9102 15 2064  1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
9103 15 1471  0 1 0 0 1 1 1 1 1 1 1 1 1 1 1
9104 15 1479  1 0 1 1 0 1 1 1 1 0 1 1 1 1 1
9105 15 1852  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9106 15 1982  0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9107 15 1633  0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
9108 15 1664  1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
9109 15 1806  1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
9110 15 2084  1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
9111 15 1442  0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
9112 15 1619  1 1 1 0 1 1 1 1 1 1 1 0 1 1 0
9113 15 2087  0 0 1 1 1 1 1 1 0 1 0 1 1 1 1
9114 15 1778  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
9115 15 1874  1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
9116 15 1634  1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
9117 15 1817  1 1 1 1 0 1 1 1 0 1 0 1 1 1 1
9118 15 1912  0 0 1 1 1 1 1 1 1 0 1 1 1 1 1
9119 15 1759  1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
9120 15 1781  1 1 0 1 1 1 1 0 1 1 1 0 0 0 1
9121 15 2003  1 0 1 1 0 1 1 1 1 1 1 1 0 1 1
9122 15 1755  1 1 1 1 1 1 1 0 0 1 1 1 1 1 1
9123 15 1981  1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
9124 15 1457  1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
9125 15 2122  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9126 15 199  0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
9127 15 1173  1 0 1 1 1 1 1 0 1 1 0 1 0 0 1
9128 15 1915  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9129 15 1833  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9130 15 1272  0 0 1 1 1 1 1 1 0 1 0 1 1 1 1
9131 15 1984  1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
9132 15 2238  1 1 1 1 1 1 1 1 1 0 1 1 1 1 0
9133 15 1948  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
9134 15 1601  1 0 1 1 1 1 1 1 0 1 1 1 0 1 1
9135 15 1763  1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
9136 15 2017  1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
9137 15 1845  1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
9138 15 2011  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
9139 15 1821  1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
9140 15 2167  1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
9141 15 1860  1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
9142 15 1439  0 1 1 1 1 1 1 0 1 1 1 1 1 1 1
9143 15 1641  1 1 1 1 1 1 0 0 1 1 1 1 1 0 1
9144 15 1774  1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
9145 15 1995  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
9146 15 2005  1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
9147 15 1380  1 1 1 1 0 1 1 0 1 1 1 1 1 0 1
9148 15 1756  1 1 1 1 1 1 0 1 0 1 1 1 1 1 1
9149 15 1870  0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
